Time,ws,rad,VWC_2_Avg,T_2_Avg,LE,H,TKE,Precp
19/07/201601:00:00,5.357482,-75.46,0.338,8.7,-23.24813944,-41.19896836,1.036550473,0
19/07/201601:30:00,3.607982,-68.51,0.338,8.7,-20.34988248,-36.89211671,0.9995629992,0
19/07/201602:00:00,3.211582,-62.43,0.337,7.645,-14.94342763,-47.05613974,1.00444277,0
19/07/201602:30:00,3.658794,-67.62,0.337,7.645,-20.14423964,-36.29858896,0.7270354474,0
19/07/201603:00:00,2.465181,-63,0.337,7.381,-36.3860568,-19.29207629,0.8286459677,0
19/07/201603:30:00,2.565584,-62.61,0.337,7.381,-36.46642275,-34.41109469,0.9561137019,0.1
19/07/201604:00:00,1.709733,-78.59,0.337,7.129,-30.13216711,-37.7140947,0.629433465,0
19/07/201604:30:00,2.848709,-76.55,0.337,7.129,-32.02706455,-14.40766577,0.9988959238,0.1
19/07/201605:00:00,2.269326,-55.7,0.337,6.294,-25.15874996,-14.47837274,0.7919413789,0.1
19/07/201605:30:00,3.718683,-48.84,0.337,6.294,-12.11289362,-22.822172,1.004158707,0
19/07/201606:00:00,2.188993,-43.67,0.336,6.687,-6.141110606,-17.81347273,0.9606178543,0.1
19/07/201606:30:00,2.365294,-32.32,0.336,6.687,-11.77639982,-14.92933416,0.8743617404,0
19/07/201607:00:00,4.592632,-34.56,0.336,7.208,5.590829136,-1.436975619,1.332125844,0.2
19/07/201607:30:00,4.6715,-3.195,0.336,7.208,26.24114342,7.337331974,1.437653392,0
19/07/201608:00:00,6.750553,27.88,0.335,7.581,41.01979265,9.839035349,1.708484563,0
19/07/201608:30:00,5.854883,46.69,0.335,7.581,77.57371607,51.86625121,1.632193376,0
19/07/201609:00:00,4.078783,127.2,0.335,8.62,200.7645073,14.47870252,1.792303019,0
19/07/201609:30:00,2.563429,216.3,0.335,8.62,147.7576512,64.23138285,1.040989212,0
19/07/201610:00:00,3.187116,216.9,0.335,10.91,137.4959286,102.9646378,1.175833565,0
19/07/201610:30:00,3.204195,248.2,0.335,10.91,203.8328893,175.309812,1.164079867,0
19/07/201611:00:00,3.515825,396.3,0.334,13.11,156.1389401,72.49834773,1.420898408,0
19/07/201611:30:00,3.197731,252.3,0.334,13.11,256.9402011,244.7688757,1.345789632,0
19/07/201612:00:00,2.877473,537.7,0.334,15.26,211.734049,228.5038769,1.219138678,0
19/07/201612:30:00,3.354748,484.2,0.334,15.26,195.6674208,174.5943219,1.497168492,0
19/07/201613:00:00,4.311434,413.2,0.333,18.78,244.2766552,262.8688109,2.001763058,0
19/07/201613:30:00,3.175062,557.7,0.333,18.78,229.4257371,215.8042682,1.439906683,0
19/07/201614:00:00,3.871456,500,0.332,21.48,187.7431796,132.7623047,1.541482229,0
19/07/201614:30:00,4.085424,364.5,0.332,21.48,204.0865281,189.9632314,1.685433947,0
19/07/201615:00:00,3.334082,441.2,0.332,19.42,99.43871437,131.7766031,1.313420746,0
19/07/201615:30:00,3.961909,270.6,0.332,19.42,206.493091,178.6409961,1.522580339,0
19/07/201616:00:00,2.287244,423.9,0.331,17.98,106.3000499,37.10114455,1.046226816,0
19/07/201616:30:00,3.114893,178.7,0.331,17.98,121.6860426,75.77344074,1.541738836,0
19/07/201617:00:00,2.177574,226.7,0.33,17.53,63.66385512,10.05952232,1.263702252,0
19/07/201617:30:00,2.482283,99.2,0.33,17.53,116.0037576,13.62085229,1.483042236,0
19/07/201618:00:00,2.227082,150.5,0.33,15.67,104.9009508,-1.087567986,1.372720445,0
19/07/201618:30:00,2.624257,121.8,0.33,15.67,53.24846431,19.35539851,1.434454354,0
19/07/201619:00:00,3.681513,88.4,0.33,14.62,16.09530335,0.8892614003,1.615032615,0
19/07/201619:30:00,3.194479,30.22,0.33,14.62,15.53604575,0.9862215023,1.544446824,0
19/07/201620:00:00,3.414952,28.03,0.329,13.18,-13.07653375,-8.171971297,1.799369508,0
19/07/201620:30:00,2.51683,-11.94,0.329,13.18,-12.12896594,-17.91510443,0.9551644008,0
19/07/201621:00:00,1.989252,-22.4,0.329,12.16,-21.90655268,-50.02719734,0.7821711788,0.7
19/07/201621:30:00,3.506892,-65.8,0.329,12.16,-122.3212495,-74.02477435,1.232240104,1.3
19/07/201622:00:00,2.208094,-192,0.329,10.91,-123.7962198,-62.24562067,1.035586165,0
19/07/201622:30:00,2.717045,-184.1,0.329,10.91,-99.38262379,-89.99547923,1.433431695,0
19/07/201623:00:00,2.752798,-188.7,0.33,9.36,-106.8381621,-79.87350558,1.449109238,0
19/07/201623:30:00,1.643857,-188.1,0.33,9.36,-83.37945022,-79.55984785,0.9381997855,0
20/07/201600:00:00,2.916662,-165.5,0.33,8.38,-103.1109653,-42.07085228,1.347238138,0
